x (m),Temperature (K),Tw(K),Velocity (m/s),Heat Release Rate (J/s/m3),X_H2,X_H,X_O,X_O2,X_OH,X_H2O,X_HO2,X_H2O2,X_OHV,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_NO,X_NO2,X_N2O,X_HNO,X_N2H2,X_H2NN,X_N2H3,X_N2H4,X_H2NO,X_HNO2,X_HONO2,X_HNOH,X_HONO,X_HON,X_NO3,X_N2O4,X_N2O3,X_CO,X_CO2,X_CH4,X_C2H6,X_HE,X_AR,X_N2
0,300,300,0.1,8.59445e-06,7.07081e-13,0,0,0.164062,5.82666e-22,3.97519e-17,0,0,0,5.06997e-15,0,6.97337e-15,0.21875,2.54818e-31,1.85078e-16,2.38477e-18,0,0,0,1.6489e-16,8.62176e-24,4.60235e-15,0,3.97687e-15,2.11195e-20,0,1.14608e-18,0,1.0339e-25,0,0,1.32261e-20,0,0,0,1.94327e-20,2.57204e-41,0.617187
0.01,300,300,0.1,8.04978e-07,9.64706e-12,0,0,0.164062,1.81879e-20,1.85649e-15,0,0,0,1.48657e-16,8.95179e-19,2.13203e-13,0.21875,1.24499e-29,8.85317e-15,1.68628e-16,0,0,0,3.83879e-18,5.16771e-22,3.82254e-14,0,3.97687e-15,2.11195e-20,0,1.14607e-18,0,1.57515e-23,0,0,1.32261e-20,0,0,0,1.94327e-20,2.57204e-41,0.617187
0.02,300.001,300,0.1,6.16348e-05,1.3195e-10,0,0,0.164062,0,1.81617e-14,1.71622e-14,0,0,4.39305e-18,7.2753e-25,1.21776e-11,0.21875,1.89816e-27,2.32777e-14,0,0,0,0,0,0,0,9.79164e-17,3.97687e-15,2.11195e-20,0,1.14526e-18,0,6.62918e-23,0,0,1.32261e-20,0,0,0,1.94328e-20,2.57204e-41,0.617187
0.025,300.149,300,0.10005,0.00421484,7.74409e-10,1.48126e-23,0,0.164062,2.13389e-20,3.08537e-13,3.92776e-13,0,0,2.58322e-19,4.29408e-20,1.00912e-10,0.21875,1.9141e-25,2.81285e-13,0,0,3.21822e-21,1.82316e-14,0,8.42001e-21,0,2.03989e-15,3.97687e-15,2.11195e-20,0,1.14113e-18,0,5.17994e-22,0,0,1.32261e-20,0,0,0,1.94328e-20,2.57205e-41,0.617187
0.0275,307.056,310,0.102352,0.00705336,2.58637e-09,2.33617e-22,0,0.164062,2.59755e-19,2.86917e-12,3.77759e-12,0,0,2.44491e-20,6.4475e-20,1.45694e-10,0.21875,2.69976e-24,2.62972e-12,0,0,4.25724e-20,5.29776e-13,0,6.39574e-21,0,1.31716e-14,3.97687e-15,2.11195e-20,0,1.16546e-18,3.17463e-39,4.25192e-21,0,0,1.32261e-20,0,0,0,1.94328e-20,2.57206e-41,0.617187
0.03,316.327,320,0.105442,0.00712487,9.85946e-09,4.32256e-21,3.53819e-17,0.164062,3.54874e-18,3.30047e-11,4.54832e-11,2.1671e-14,1.61655e-46,1.81549e-21,8.60946e-20,1.68017e-10,0.21875,4.27065e-23,3.11997e-11,5.07831e-14,0,7.7147e-19,7.239e-12,0,0,0,9.09248e-14,3.97687e-15,2.11195e-20,0,1.68437e-18,2.33174e-36,5.50401e-20,0,0,1.32261e-20,0,0,0,1.94328e-20,2.57206e-41,0.617187
0.0325,332.443,338.75,0.110814,40.0933,3.80855e-08,1.70251e-19,9.55212e-16,0.164062,1.27717e-14,3.71201e-10,5.39826e-10,3.89129e-13,2.67627e-43,5.4267e-22,2.97347e-13,1.96851e-11,0.21875,8.63408e-22,3.64882e-10,9.54514e-13,4.7064e-15,1.60246e-16,8.82206e-11,0,1.18484e-15,0,2.52516e-13,3.97687e-15,2.11195e-20,1.20481e-18,1.09149e-17,7.43619e-34,6.3762e-19,0,0,1.32261e-20,0,0,0,1.94328e-20,2.57207e-41,0.617187
0.035,354.536,362.5,0.118179,17.3207,1.43426e-07,7.21122e-19,2.80593e-15,0.164062,2.41803e-14,1.02556e-09,1.14745e-09,1.62491e-12,5.70708e-42,2.08064e-21,5.92814e-13,6.44731e-11,0.21875,2.20737e-21,1.00442e-09,4.74489e-12,2.23065e-14,7.54358e-16,7.40399e-11,9.44307e-18,1.7186e-15,0,1.17651e-12,3.97688e-15,2.11195e-20,1.91697e-17,4.43956e-17,1.26454e-32,3.5601e-18,0,0,1.32261e-20,0,0,0,1.94328e-20,2.57213e-41,0.617187
0.0375,387.827,399.151,0.129276,2.53213,5.15119e-07,1.96955e-18,5.99672e-15,0.164062,3.21883e-14,1.95492e-09,1.70194e-09,3.36707e-12,6.60309e-41,1.10764e-20,8.42155e-13,3.79599e-10,0.21875,2.3574e-21,1.88646e-09,1.25562e-11,5.6387e-14,3.23851e-15,0,2.01759e-16,2.03431e-15,0,5.76957e-12,3.97691e-15,2.11195e-20,2.1117e-16,1.1068e-16,1.04082e-31,1.55738e-17,0,0,1.32261e-20,0,0,0,1.94328e-20,2.57272e-41,0.617187
0.04,430.378,443.488,0.14346,0.74461,1.75296e-06,4.7031e-18,1.09555e-14,0.164062,3.69281e-14,3.10037e-09,1.87084e-09,5.29043e-12,5.8229e-40,2.52417e-20,1.0362e-12,1.04868e-09,0.21875,0,2.83945e-09,2.20828e-11,1.04287e-13,1.263e-14,0,8.11055e-16,8.68013e-16,0,1.57626e-11,3.97703e-15,2.11195e-20,2.12712e-15,3.03033e-16,5.90337e-31,5.46222e-17,1.37105e-25,0,1.32261e-20,0,0,0,1.94327e-20,2.57851e-41,0.617186
0.0425,485.478,501.784,0.161827,0.095133,5.61311e-06,1.63878e-17,2.66739e-15,0.164062,5.84739e-15,4.48203e-09,1.86077e-09,1.52121e-11,1.00134e-39,3.07262e-21,1.63821e-13,1.16378e-09,0.218749,0,2.96777e-09,2.94752e-11,1.99627e-13,6.95776e-15,0,4.74869e-16,1.69495e-17,0,2.67607e-11,3.97847e-15,2.11194e-20,1.98685e-14,1.89875e-15,3.19409e-30,1.3572e-16,2.85316e-25,0,1.32261e-20,0,0,0,1.94324e-20,2.6315e-41,0.617184
0.04375,514.814,531.137,0.171606,0.0204036,1.05857e-05,7.05793e-17,1.97317e-16,0.164061,7.60823e-16,8.20082e-09,1.86655e-09,4.82773e-11,4.33275e-40,1.61588e-22,8.84059e-15,1.22044e-09,0.218747,0,2.9746e-09,3.30762e-11,5.75946e-13,1.27194e-15,0,3.73133e-16,5.67862e-19,0,3.95531e-11,3.98536e-15,2.11194e-20,8.20657e-14,9.33649e-15,1.57332e-29,1.85196e-16,2.11525e-25,0,1.3226e-20,0,0,0,1.9432e-20,2.81599e-41,0.617181
0.045,546.83,563.432,0.18228,0.0167717,2.04569e-05,3.41609e-16,8.04831e-18,0.164059,4.84743e-16,2.36996e-08,1.92129e-09,2.03541e-10,1.14435e-40,1.51055e-24,4.36289e-17,1.43698e-09,0.218745,5.8524e-21,3.01389e-09,3.85422e-11,2.73765e-12,1.30088e-15,0,3.9058e-16,3.28774e-18,1.10315e-11,8.51062e-11,4.02932e-15,2.11192e-20,3.79005e-13,5.65613e-14,8.44562e-29,2.35865e-16,1.7296e-25,2.04175e-28,1.32259e-20,0,0,0,1.94312e-20,3.70051e-41,0.617175
0.04625,583.728,601.589,0.194583,0.0272201,3.95645e-05,2.08025e-15,4.31829e-17,0.164056,6.50805e-16,8.55755e-08,2.18996e-09,9.05921e-10,4.99391e-39,2.36515e-25,1.09622e-17,2.16589e-09,0.21874,6.93225e-20,3.20804e-09,5.63509e-11,1.46778e-11,6.26612e-15,1.34644e-10,7.15478e-16,2.15857e-17,7.04322e-11,2.7702e-10,4.29689e-15,2.11188e-20,1.74258e-12,3.4339e-13,5.70159e-28,2.79972e-16,2.35862e-25,1.81949e-27,1.32256e-20,0,0,0,1.94298e-20,7.80568e-41,0.617164
0.0475,627.43,647.24,0.209158,0.0876624,7.55401e-05,1.74751e-14,4.88223e-16,0.16405,1.64913e-15,3.20769e-07,3.35952e-09,3.95098e-09,6.34542e-37,3.1661e-24,8.4663e-17,4.47148e-09,0.218731,5.13938e-19,4.05086e-09,1.41545e-10,7.76564e-11,4.89911e-14,2.48321e-09,2.47641e-15,1.759e-16,3.39805e-10,1.09169e-09,5.84501e-15,2.11182e-20,7.76564e-12,2.00051e-12,5.89155e-27,3.32336e-16,8.3308e-25,1.38569e-26,1.32252e-20,0,0,0,1.94272e-20,2.62242e-40,0.617142
0.04875,679.36,701.698,0.226483,0.487093,0.000141305,1.86089e-13,7.24111e-15,0.16404,9.3199e-15,1.16883e-06,8.11294e-09,1.65546e-08,1.33678e-34,8.03057e-23,9.57874e-16,1.15076e-08,0.218715,5.28967e-18,7.48525e-09,5.69728e-10,3.93433e-10,5.00385e-13,1.23875e-08,1.28858e-14,1.85472e-15,1.58577e-09,4.42776e-09,1.43301e-14,2.1117e-20,3.35612e-11,1.10604e-11,1.03784e-25,5.03205e-16,6.41161e-24,9.8928e-26,1.32243e-20,0,0,0,1.94227e-20,1.0608e-39,0.617103
0.05,738.938,763.371,0.246371,3.51785,0.000258136,2.12282e-12,1.16028e-13,0.164021,9.00527e-14,4.06894e-06,2.61135e-08,6.62594e-08,3.20392e-32,2.70783e-21,1.23897e-14,3.27351e-08,0.218683,6.90515e-17,2.07835e-08,2.63932e-09,1.89607e-09,5.57005e-12,5.21753e-08,8.18856e-14,2.19189e-14,7.12162e-09,1.74274e-08,5.83515e-14,2.11152e-20,1.44214e-10,5.76667e-11,2.71298e-24,1.27445e-15,6.49098e-23,6.68448e-25,1.32228e-20,0,0,0,1.94152e-20,4.41355e-39,0.617033
0.05125,804.497,830.184,0.268278,27.4187,0.000460301,2.28049e-11,1.72943e-12,0.163987,1.11354e-12,1.34966e-05,8.83197e-08,2.52394e-07,6.54734e-30,1.12757e-19,1.69621e-13,9.87481e-08,0.218625,9.04059e-16,6.99168e-08,1.20056e-08,8.68185e-09,6.1354e-11,2.04156e-07,6.12697e-13,2.60718e-13,3.03053e-08,6.51802e-08,2.74938e-13,2.11128e-20,6.46349e-10,2.79491e-10,7.68359e-23,5.77701e-15,6.72802e-22,4.28536e-24,1.32202e-20,0,0,0,1.9403e-20,1.80813e-38,0.616913
0.0525,874.06,900.663,0.291567,211.325,0.000802022,2.11905e-10,2.1712e-11,0.163927,1.49867e-11,4.27311e-05,2.7643e-07,9.06043e-07,9.49771e-28,5.83984e-18,2.46848e-12,3.20257e-07,0.218513,1.04936e-14,2.43223e-07,5.0556e-08,3.77368e-08,6.30527e-10,7.54544e-07,5.49769e-12,2.94496e-12,1.20692e-07,2.28454e-07,1.2888e-12,2.11122e-20,2.98437e-09,1.20383e-09,1.90932e-21,4.36222e-14,6.49009e-21,2.61429e-23,1.32157e-20,0,0,0,1.93836e-20,7.22383e-38,0.616712
0.053125,909.676,936.392,0.30352,666.729,0.00106336,6.76229e-10,7.96622e-11,0.163878,6.02529e-11,7.99726e-05,4.79386e-07,1.79386e-06,1.23311e-26,6.09318e-17,1.16728e-11,6.49803e-07,0.218414,3.79084e-14,4.88713e-07,1.0801e-07,8.67651e-08,2.24599e-09,1.54602e-06,2.05443e-11,1.05732e-11,2.55115e-07,4.45434e-07,3.16913e-12,2.11163e-20,6.78476e-09,2.47759e-09,1.07611e-20,1.5288e-13,2.25829e-20,7.77661e-23,1.32123e-20,0,0,0,1.93697e-20,1.58787e-37,0.616559
0.05375,945.529,972.064,0.315582,2200.01,0.00141113,2.12412e-09,2.84893e-10,0.163805,2.43809e-10,0.000153868,8.22532e-07,3.63989e-06,1.54017e-25,6.70179e-16,5.65027e-11,1.35385e-06,0.218258,1.41753e-13,1.01796e-06,2.37795e-07,2.10307e-07,8.04601e-09,3.28013e-06,8.07607e-11,3.85624e-11,5.5869e-07,8.88814e-07,8.31465e-12,2.1131e-20,1.55726e-08,5.14099e-09,6.20625e-20,5.61407e-13,8.52666e-20,2.53341e-22,1.32078e-20,0,0,0,1.93521e-20,3.6681e-37,0.61636
0.0540625,963.486,989.878,0.32164,4143.17,0.00162945,3.81424e-09,5.44227e-10,0.163754,4.95799e-10,0.000217831,1.06797e-06,5.25322e-06,5.59098e-25,2.37806e-15,1.28977e-10,1.99441e-06,0.218144,2.80113e-13,1.50367e-06,3.56583e-07,3.40456e-07,1.56393e-08,4.88428e-06,1.65792e-10,7.46616e-11,8.39038e-07,1.26847e-06,1.41887e-11,2.11478e-20,2.37158e-08,7.39583e-09,1.54894e-19,1.10202e-12,1.70539e-19,4.97904e-22,1.32049e-20,0,0,0,1.93414e-20,5.7889e-37,0.616237
0.054375,981.402,1007.47,0.327698,7936.64,0.00188315,6.8494e-09,1.03683e-09,0.163688,1.00896e-09,0.000312036,1.38202e-06,7.65035e-06,2.0344e-24,8.4961e-15,2.9453e-10,2.9501e-06,0.217994,5.62516e-13,2.25116e-06,5.40811e-07,5.64673e-07,3.05352e-08,7.37195e-06,3.43532e-10,1.4573e-10,1.27496e-06,1.82301e-06,2.49706e-11,2.11777e-20,3.62177e-08,1.07227e-08,3.92348e-19,2.18923e-12,3.50728e-19,1.02791e-21,1.32015e-20,0,0,0,1.93294e-20,9.32865e-37,0.616097
0.0546875,999.244,1024.89,0.333746,15296,0.00217746,1.224e-08,1.96022e-09,0.163602,2.03849e-09,0.000449771,1.77713e-06,1.11417e-05,7.35693e-24,3.01123e-14,6.65778e-10,4.3546e-06,0.217793,1.13388e-12,3.38558e-06,8.19035e-07,9.46092e-07,5.92631e-08,1.11647e-05,7.08348e-10,2.84073e-10,1.93394e-06,2.61493e-06,4.45547e-11,2.12292e-20,5.49627e-08,1.55156e-08,9.95096e-19,4.32114e-12,7.22861e-19,2.16554e-21,1.31976e-20,0,0,0,1.93159e-20,1.51907e-36,0.61594
0.055,1017,1042.31,0.339786,29406.6,0.0025183,2.1667e-08,3.66004e-09,0.163486,4.06377e-09,0.00064952,2.26956e-06,1.61072e-05,2.62304e-23,1.04343e-13,1.47558e-09,6.38387e-06,0.217525,2.27488e-12,5.07935e-06,1.22657e-06,1.58528e-06,1.13259e-07,1.68295e-05,1.43758e-09,5.49431e-10,2.89782e-06,3.71772e-06,7.9678e-11,2.13147e-20,8.2333e-08,2.22256e-08,2.49818e-18,8.37855e-12,1.46383e-18,4.57905e-21,1.3193e-20,0,0,0,1.93007e-20,2.48168e-36,0.615765
0.0553125,1034.63,1059.46,0.345803,56022.2,0.0029123,3.7861e-08,6.72281e-09,0.163331,7.95258e-09,0.000936536,2.88175e-06,2.29753e-05,9.16112e-23,3.49412e-13,3.18188e-09,9.25971e-06,0.217164,4.51488e-12,7.56029e-06,1.8036e-06,2.63776e-06,2.114e-07,2.50818e-05,2.84766e-09,1.0492e-09,4.25435e-06,5.21199e-06,1.41671e-10,2.14526e-20,1.21133e-07,3.13203e-08,6.15347e-18,1.58433e-11,2.87154e-18,9.62266e-21,1.31877e-20,0,0,0,1.92837e-20,4.04785e-36,0.615574
0.055625,1052.09,1076.13,0.35179,105137,0.0033668,6.51064e-08,1.21054e-08,0.16312,1.52124e-08,0.00134457,3.64327e-06,3.21715e-05,3.11554e-22,1.11983e-12,6.63417e-09,1.32476e-05,0.21668,8.81469e-12,1.11138e-05,2.59075e-06,4.33541e-06,3.82638e-07,3.67493e-05,5.47038e-09,1.96971e-09,6.08011e-06,7.17758e-06,2.48848e-10,2.16685e-20,1.74423e-07,4.3209e-08,1.47606e-17,2.90642e-11,5.40065e-18,1.99504e-20,1.31814e-20,0,0,0,1.92648e-20,6.57002e-36,0.615371
0.0559375,1069.43,1092.8,0.35777,193125,0.00388972,1.09778e-07,2.12868e-08,0.162833,2.83429e-08,0.00191749,4.58827e-06,4.40202e-05,1.02494e-21,3.39923e-12,1.32975e-08,1.86437e-05,0.216033,1.68225e-11,1.6073e-05,3.62176e-06,7.0088e-06,6.6708e-07,5.26692e-05,1.0136e-08,3.61819e-09,8.415e-06,9.68002e-06,4.29142e-10,2.19955e-20,2.45256e-07,5.81163e-08,3.42151e-17,5.14361e-11,9.66005e-18,4.05184e-20,1.3174e-20,0,0,0,1.92438e-20,1.05856e-35,0.615161
0.0560937,1078.07,1101.14,0.360763,259706,0.00418119,1.41698e-07,2.80184e-08,0.162651,3.83307e-08,0.00228816,5.14413e-06,5.10022e-05,1.84285e-21,5.82673e-12,1.85881e-08,2.19923e-05,0.215628,2.30406e-11,1.92259e-05,4.23752e-06,8.88742e-06,8.69332e-07,6.25144e-05,1.36219e-08,4.86235e-09,9.7706e-06,1.11513e-05,5.62008e-10,2.22166e-20,2.88215e-07,6.6724e-08,5.15433e-17,6.75419e-11,1.26691e-17,5.79698e-20,1.31698e-20,0,0,0,1.92323e-20,1.34721e-35,0.615056
0.05625,1086.68,1109.31,0.363756,347808,0.00449386,1.82082e-07,3.66717e-08,0.162436,5.15201e-08,0.00272961,5.76513e-06,5.87526e-05,3.29368e-21,9.85871e-12,2.57417e-08,2.58424e-05,0.215157,3.1406e-11,2.29338e-05,4.93107e-06,1.12697e-05,1.12363e-06,7.38429e-05,1.81624e-08,6.50273e-09,1.12585e-05,1.27868e-05,7.35903e-10,2.24909e-20,3.36959e-07,7.62037e-08,7.71216e-17,8.81542e-11,1.64515e-17,8.34317e-20,1.31653e-20,0,0,0,1.92203e-20,1.71785e-35,0.614955
0.0564062,1095.25,1117.12,0.366749,463049,0.00482886,2.32803e-07,4.77023e-08,0.162183,6.87696e-08,0.00325307,6.45503e-06,6.72289e-05,5.84434e-21,1.64499e-11,3.52922e-08,3.02342e-05,0.214609,4.25334e-11,2.72583e-05,5.70295e-06,1.42692e-05,1.43851e-06,8.67243e-05,2.40006e-08,8.64194e-09,1.28641e-05,1.45853e-05,9.60905e-10,2.28288e-20,3.9172e-07,8.65076e-08,1.14457e-16,1.1412e-10,2.11216e-17,1.2017e-19,1.31603e-20,0,0,0,1.92076e-20,2.19291e-35,0.614859
0.0565625,1103.81,1124.93,0.369752,612078,0.00518724,2.95938e-07,6.16289e-08,0.161885,9.11032e-08,0.0038709,7.2167e-06,7.63409e-05,1.02822e-20,2.70301e-11,4.78716e-08,3.52044e-05,0.213973,5.71518e-11,3.22589e-05,6.55128e-06,1.80175e-05,1.8228e-06,0.000101194,3.14084e-08,1.13988e-08,1.45659e-05,1.65396e-05,1.24834e-09,2.32415e-20,4.52657e-07,9.75219e-08,1.68235e-16,1.46333e-10,2.67753e-17,1.72543e-19,1.31549e-20,0,0,0,1.91942e-20,2.79837e-35,0.614773
0.0567187,1112.38,1132.75,0.37277,802446,0.00556998,3.73775e-07,7.90344e-08,0.161535,1.19708e-07,0.0045965,8.05165e-06,8.59429e-05,1.79145e-20,4.36876e-11,6.42107e-08,4.07836e-05,0.21324,7.60985e-11,3.79899e-05,7.47147e-06,2.26644e-05,2.28503e-06,0.000117244,4.06783e-08,1.49055e-08,1.63356e-05,1.86362e-05,1.61036e-09,2.37413e-20,5.19799e-07,1.09066e-07,2.4458e-16,1.8566e-10,3.34773e-17,2.46239e-19,1.31491e-20,0,0,0,1.91802e-20,3.56821e-35,0.614699
0.056875,1120.97,1140.56,0.375811,1.04243e+06,0.0059779,4.68766e-07,1.00559e-07,0.161128,1.5592e-07,0.00544426,8.95959e-06,9.5831e-05,3.08755e-20,6.93825e-11,8.51286e-08,4.69929e-05,0.212397,1.00302e-10,4.44979e-05,8.45611e-06,2.83779e-05,2.83299e-06,0.000134821,5.2111e-08,1.93023e-08,1.8139e-05,2.08544e-05,2.05927e-09,2.4341e-20,5.93023e-07,1.20894e-07,3.5129e-16,2.32867e-10,4.12482e-17,3.48509e-19,1.31427e-20,0,0,0,1.91655e-20,4.54075e-35,0.614641
0.0570312,1129.59,1148.37,0.378879,1.34072e+06,0.00641166,5.8347e-07,1.2689e-07,0.160655,2.01197e-07,0.00642933,9.93802e-06,0.000105746,5.25843e-20,1.08181e-10,1.11512e-07,5.38412e-05,0.211432,1.30749e-10,5.18187e-05,9.49499e-06,3.53423e-05,3.47314e-06,0.000153821,6.59974e-08,2.47309e-08,1.99373e-05,2.31666e-05,2.60647e-09,2.50535e-20,6.7203e-07,1.32712e-07,4.98021e-16,2.88523e-10,5.00524e-17,4.88367e-19,1.31358e-20,0,0,0,1.91501e-20,5.7661e-35,0.614603
0.0571875,1138.24,1156.18,0.381973,1.70605e+06,0.00687169,7.20475e-07,1.58741e-07,0.160108,2.57065e-07,0.00756748,1.0982e-05,0.000115381,8.84084e-20,1.65493e-10,1.44282e-07,6.13224e-05,0.210333,1.6844e-10,5.99748e-05,1.05753e-05,4.37563e-05,4.21018e-06,0.000174094,8.25988e-08,3.13244e-08,2.16891e-05,2.55389e-05,3.2612e-09,2.58915e-20,7.56322e-07,1.44187e-07,6.9639e-16,3.5292e-10,5.97909e-17,6.7671e-19,1.31284e-20,0,0,0,1.9134e-20,7.29891e-35,0.61459
0.0573437,1146.9,1163.39,0.385091,2.14684e+06,0.00735815,8.82338e-07,1.9684e-07,0.15948,3.25043e-07,0.00887482,1.20843e-05,0.0001244,1.46584e-19,2.48295e-10,1.84364e-07,6.9415e-05,0.209086,2.14337e-10,6.89739e-05,1.16819e-05,5.38295e-05,5.04677e-06,0.000195443,1.02126e-07,3.91973e-08,2.33524e-05,2.79322e-05,4.02899e-09,2.68668e-20,8.45192e-07,1.54974e-07,9.60001e-16,4.25994e-10,7.03014e-17,9.26329e-19,1.31203e-20,0,0,0,1.91172e-20,9.21176e-35,0.614606
0.0575,1155.6,1170.54,0.388243,2.67055e+06,0.00787085,1.07156e-06,2.41949e-07,0.158762,4.06724e-07,0.0103676,1.32359e-05,0.000132454,2.39619e-19,3.6536e-10,2.32686e-07,7.809e-05,0.20768,2.69327e-10,7.8808e-05,1.27984e-05,6.5777e-05,5.98388e-06,0.000217639,1.24732e-07,4.8444e-08,2.48861e-05,3.03038e-05,4.91008e-09,2.79896e-20,9.37896e-07,1.64709e-07,1.30426e-15,5.07305e-10,8.13478e-17,1.25174e-18,1.31116e-20,0,0,0,1.90998e-20,1.15807e-34,0.614656
0.0576562,1164.37,1177.69,0.391437,3.28332e+06,0.00840926,1.29051e-06,2.94837e-07,0.157947,5.03678e-07,0.0120618,1.44264e-05,0.000139211,3.86132e-19,5.27366e-10,2.90134e-07,8.73075e-05,0.206103,3.34169e-10,8.94528e-05,1.39075e-05,7.98139e-05,7.02046e-06,0.000240427,1.5049e-07,5.91291e-08,2.62533e-05,3.261e-05,5.89785e-09,2.92677e-20,1.0336e-06,1.73051e-07,1.74612e-15,5.96011e-10,9.2641e-17,1.66878e-18,1.31022e-20,0,0,0,1.90816e-20,1.45116e-34,0.614745
