x (m),Temperature (K),Tw(K),Velocity (m/s),Heat Release Rate (J/s/m3),X_HE,X_AR,X_N2,X_H2,X_O2,X_H,X_O,X_OH,X_HO2,X_H2O,X_H2O2,X_OH*,X_N,X_NH3,X_NH2,X_NH,X_NNH,X_NO,X_N2O,X_HNO,X_HON,X_H2NO,X_HNOH,X_NH2OH,X_NO2,X_HONO,X_HNO2,X_NO3,X_HONO2,X_N2H2,X_H2NN,X_N2H4,X_N2H3
0.0808437,1214.49,1212.75,0.0898718,64283.1,2.60981e-20,0.617783,0.0427285,0.000804828,0.0894027,3.43834e-08,8.78409e-09,8.54274e-08,2.29211e-06,0.129605,6.67727e-08,3.55356e-19,1.83124e-12,0.11896,1.68837e-05,9.98194e-09,3.22854e-12,3.41567e-05,0.000637933,2.31132e-07,2.85836e-06,3.15973e-06,4.00494e-08,2.84196e-07,5.90772e-06,3.30324e-08,5.98161e-11,5.20788e-12,1.86335e-12,1.01137e-05,1.25586e-08,7.00632e-07,2.7426e-07
0.08125,1203.74,1201.75,0.0890764,54632.8,2.60975e-20,0.617781,0.042745,0.000801323,0.0893778,2.96737e-08,7.40204e-09,7.14791e-08,2.17624e-06,0.129649,6.86586e-08,2.5603e-19,1.23883e-12,0.118936,1.46811e-05,7.63563e-09,2.65358e-12,3.23049e-05,0.0006377,2.04093e-07,2.8593e-06,3.00928e-06,3.6365e-08,2.81109e-07,5.88402e-06,3.36697e-08,5.92357e-11,5.35688e-12,1.85798e-12,9.38211e-06,1.06658e-08,6.22649e-07,2.61338e-07
0.0816562,1192.45,1189.97,0.0882418,46271,2.60967e-20,0.617779,0.0427587,0.000798306,0.0893569,2.54442e-08,6.18772e-09,5.92281e-08,2.06445e-06,0.129686,7.11818e-08,1.81023e-19,8.21207e-13,0.118917,1.26729e-05,5.75745e-09,2.16992e-12,3.06087e-05,0.000637616,1.80197e-07,2.86007e-06,2.87357e-06,3.29988e-08,2.79044e-07,5.89492e-06,3.46295e-08,5.90735e-11,5.56269e-12,1.86843e-12,8.69733e-06,9.01415e-09,5.49781e-07,2.49282e-07
0.0820625,1180.89,1178.19,0.0873864,39055.2,2.60957e-20,0.617777,0.0427702,0.00079572,0.0893394,2.16853e-08,5.13686e-09,4.86711e-08,1.95804e-06,0.129716,7.43691e-08,1.26109e-19,5.34349e-13,0.118901,1.08661e-05,4.28587e-09,1.76734e-12,2.90658e-05,0.000637654,1.59218e-07,2.8607e-06,2.75265e-06,2.99705e-08,2.77979e-07,5.94275e-06,3.59341e-08,5.93537e-11,5.82512e-12,1.89144e-12,8.05978e-06,7.58032e-09,4.81949e-07,2.37969e-07
0.0824687,1169.14,1166.41,0.0865175,32875.5,2.60944e-20,0.617776,0.0427798,0.000793512,0.0893246,1.83784e-08,4.23821e-09,3.97072e-08,1.85709e-06,0.129742,7.82955e-08,8.67186e-20,3.42062e-13,0.118887,9.26085e-06,3.15521e-09,1.43519e-12,2.76697e-05,0.000637786,1.40937e-07,2.86121e-06,2.64645e-06,2.72674e-08,2.77842e-07,6.02918e-06,3.76219e-08,6.00982e-11,6.14582e-12,1.92713e-12,7.46921e-06,6.34774e-09,4.19493e-07,2.27411e-07
0.082875,1157.21,1154.63,0.0856345,27622.2,2.60928e-20,0.617774,0.0427879,0.000791634,0.0893122,1.54938e-08,3.47624e-09,3.21775e-08,1.76078e-06,0.129764,8.3101e-08,5.88504e-20,2.15868e-13,0.118876,7.84965e-06,2.30071e-09,1.16288e-12,2.64099e-05,0.000637989,1.25108e-07,2.86162e-06,2.55482e-06,2.48595e-08,2.78521e-07,6.15512e-06,3.97479e-08,6.13292e-11,6.52593e-12,1.97798e-12,6.92453e-06,5.30081e-09,3.62893e-07,2.17743e-07
0.0832813,1144.94,1142.14,0.0847271,23193.4,2.6091e-20,0.617773,0.0427946,0.000790039,0.0893017,1.29948e-08,2.83371e-09,2.58985e-08,1.66774e-06,0.129782,8.89898e-08,3.93019e-20,1.34554e-13,0.118867,6.62011e-06,1.66375e-09,9.40629e-13,2.52732e-05,0.000638245,1.11483e-07,2.86195e-06,2.47745e-06,2.27021e-08,2.7987e-07,6.32039e-06,4.23876e-08,6.30626e-11,6.96405e-12,2.05005e-12,6.42397e-06,4.42281e-09,3.12505e-07,2.09148e-07
0.0836875,1132.43,1129.34,0.0838014,19474,2.60888e-20,0.617773,0.0428002,0.000788686,0.0892928,1.08491e-08,2.29743e-09,2.07285e-08,1.57749e-06,0.129798,9.61138e-08,2.58695e-20,8.30967e-14,0.118859,5.56022e-06,1.19605e-09,7.60261e-13,2.42473e-05,0.000638535,9.97961e-08,2.86222e-06,2.41344e-06,2.07741e-08,2.81732e-07,6.52299e-06,4.55918e-08,6.53001e-11,7.44724e-12,2.14436e-12,5.96575e-06,3.69226e-09,2.68228e-07,2.01661e-07
0.0840937,1119.81,1116.55,0.0828677,16362.1,2.60864e-20,0.617772,0.042805,0.00078754,0.0892852,9.02498e-09,1.85493e-09,1.65288e-08,1.48989e-06,0.129811,1.04603e-07,1.68364e-20,5.10582e-14,0.118853,4.65689e-06,8.57512e-10,6.1475e-13,2.33204e-05,0.000638847,8.97983e-08,2.86243e-06,2.36154e-06,1.90572e-08,2.83943e-07,6.75923e-06,4.93976e-08,6.80292e-11,7.95438e-12,2.26064e-12,5.54794e-06,3.08806e-09,2.29751e-07,1.95244e-07
0.0845,1107.17,1103.75,0.0819325,13770.4,2.60836e-20,0.617771,0.0428089,0.000786568,0.0892788,7.48839e-09,1.49328e-09,1.3154e-08,1.40478e-06,0.129822,1.14611e-07,1.08613e-20,3.13411e-14,0.118847,3.89469e-06,6.15038e-10,4.97923e-13,2.24816e-05,0.000639168,8.12699e-08,2.86259e-06,2.32055e-06,1.75289e-08,2.86345e-07,7.02405e-06,5.38454e-08,7.12308e-11,8.45838e-12,2.39992e-12,5.16837e-06,2.59111e-09,1.96708e-07,1.89852e-07
0.0853125,1082.07,1078.56,0.0800753,9883.68,2.60771e-20,0.617771,0.042815,0.000785061,0.0892685,5.15697e-09,9.67194e-10,8.36674e-09,1.24103e-06,0.12984,1.39895e-07,4.4555e-21,1.21268e-14,0.118838,2.73741e-06,3.23305e-10,3.31118e-13,2.10312e-05,0.000639817,6.79861e-08,2.86282e-06,2.26822e-06,1.4958e-08,2.91328e-07,7.62454e-06,6.49143e-08,7.90496e-11,9.35135e-12,2.76914e-12,4.51366e-06,1.8597e-09,1.45558e-07,1.81989e-07
0.086125,1057.41,1054.03,0.0782501,7193.09,2.60698e-20,0.61777,0.0428195,0.000783971,0.0892607,3.54623e-09,6.24987e-10,5.35756e-09,1.08474e-06,0.129853,1.73111e-07,1.79597e-21,4.85195e-15,0.118831,1.93603e-06,1.74939e-10,2.23631e-13,1.98057e-05,0.000640428,5.81974e-08,2.86297e-06,2.24214e-06,1.28587e-08,2.9576e-07,8.26769e-06,7.91398e-08,8.84845e-11,9.87111e-12,3.26279e-12,3.97355e-06,1.36391e-09,1.08952e-07,1.77053e-07
0.0869375,1032.87,1029.49,0.0764345,5316.13,2.60614e-20,0.61777,0.0428228,0.00078318,0.0892547,2.43333e-09,4.02114e-10,3.45575e-09,9.34631e-07,0.129863,2.15634e-07,7.05613e-22,2.01608e-15,0.118826,1.3801e-06,9.77008e-11,1.53478e-13,1.87565e-05,0.000640981,5.08453e-08,2.86306e-06,2.23469e-06,1.1081e-08,2.99259e-07,8.91377e-06,9.73968e-08,9.96034e-11,9.84565e-12,3.93767e-12,3.52929e-06,1.02402e-09,8.30512e-08,1.74662e-07
0.08775,1008.39,1004.95,0.0746228,3978.58,2.60517e-20,0.617769,0.0428252,0.000782606,0.08925,1.65931e-09,2.56428e-10,2.24084e-09,7.91445e-07,0.129871,2.67466e-07,2.68219e-22,8.62951e-16,0.118822,9.89696e-07,5.60005e-11,1.06759e-13,1.78534e-05,0.000641469,4.51351e-08,2.86311e-06,2.2384e-06,9.5333e-09,3.01746e-07,9.52973e-06,1.20965e-07,1.12653e-10,9.23981e-12,4.86025e-12,3.16511e-06,7.84169e-10,6.46023e-08,1.74287e-07
0.0885625,983.985,980.413,0.0728168,3003.14,2.60407e-20,0.617769,0.0428271,0.00078219,0.0892464,1.11882e-09,1.61235e-10,1.45683e-09,6.5716e-07,0.129876,3.26571e-07,9.80283e-23,3.75845e-16,0.118819,7.11738e-07,3.26652e-11,7.50042e-14,1.70785e-05,0.000641889,4.05263e-08,2.86315e-06,2.24607e-06,8.15956e-09,3.03338e-07,1.0091e-05,1.51572e-07,1.27953e-10,8.1707e-12,6.11898e-12,2.86795e-06,6.08726e-10,5.12358e-08,1.75313e-07
0.089375,959.892,955.875,0.0710339,2281.42,2.60281e-20,0.617769,0.0428286,0.000781888,0.0892435,7.44445e-10,9.9808e-11,9.50035e-10,5.3509e-07,0.129881,3.89066e-07,3.45308e-23,1.65432e-16,0.118817,5.1271e-07,1.92954e-11,5.31437e-14,1.64208e-05,0.000642247,3.66941e-08,2.86317e-06,2.25119e-06,6.9358e-09,3.04242e-07,1.05819e-05,1.90917e-07,1.45517e-10,6.85918e-12,7.82196e-12,2.62674e-06,4.7643e-10,4.13502e-08,1.77046e-07
0.0901875,937.269,932.8,0.0693598,1747.43,2.60137e-20,0.617769,0.0428297,0.000781668,0.0892412,4.94214e-10,6.17173e-11,6.29466e-10,4.30374e-07,0.129885,4.50284e-07,1.22367e-23,7.47166e-17,0.118815,3.7241e-07,1.16582e-11,3.81792e-14,1.58727e-05,0.000642548,3.34812e-08,2.86318e-06,2.24794e-06,5.88839e-09,3.04688e-07,1.09949e-05,2.39546e-07,1.65044e-10,5.58574e-12,9.96442e-12,2.43199e-06,3.75509e-10,3.38656e-08,1.78732e-07
0.091,917.784,914.6,0.0679178,1352.87,2.59974e-20,0.617769,0.0428306,0.000781508,0.0892394,3.3436e-10,3.91742e-11,4.32013e-10,3.4614e-07,0.129887,5.06674e-07,4.69999e-24,3.56122e-17,0.118813,2.7561e-07,7.34088e-12,2.80391e-14,1.5425e-05,0.000642798,3.07929e-08,2.86319e-06,2.23305e-06,5.05422e-09,3.04853e-07,1.13304e-05,2.97144e-07,1.86876e-10,4.55652e-12,1.23141e-11,2.27557e-06,2.98694e-10,2.80857e-08,1.79981e-07
0.0922188,890.134,887.3,0.0658717,944.75,2.59685e-20,0.617769,0.0428315,0.000781349,0.0892374,1.87142e-10,1.99191e-11,2.52828e-10,2.47091e-07,0.12989,5.80386e-07,1.12803e-24,1.22929e-17,0.118811,1.78872e-07,3.79104e-12,1.81483e-14,1.49057e-05,0.000643093,2.75103e-08,2.8632e-06,2.19328e-06,3.99159e-09,3.04757e-07,1.17017e-05,4.03837e-07,2.21527e-10,3.25431e-12,1.7078e-11,2.09852e-06,2.15821e-10,2.19195e-08,1.81723e-07
0.0934375,862.887,860,0.0638553,660.156,2.59339e-20,0.617769,0.0428322,0.000781251,0.089236,1.01294e-10,9.7395e-12,1.47714e-10,1.7158e-07,0.129893,6.39991e-07,2.51104e-25,4.12234e-18,0.11881,1.14808e-07,1.92848e-12,1.17274e-14,1.45175e-05,0.000643314,2.48441e-08,2.8632e-06,2.13541e-06,3.09301e-09,3.04505e-07,1.19526e-05,5.33527e-07,2.53492e-10,2.21665e-12,2.41715e-11,1.96977e-06,1.55053e-10,1.7626e-08,1.83502e-07
0.0946562,836.243,832.7,0.0618836,461.933,2.58923e-20,0.617769,0.0428327,0.000781189,0.0892349,5.32566e-11,4.60028e-12,8.66848e-11,1.16767e-07,0.129894,6.86124e-07,5.22722e-26,1.34784e-18,0.118809,7.2974e-08,9.66589e-13,7.56259e-15,1.4231e-05,0.000643481,2.28084e-08,2.8632e-06,2.06207e-06,2.35584e-09,3.04227e-07,1.21107e-05,6.80218e-07,2.78158e-10,1.45637e-12,3.44069e-11,1.87589e-06,1.10722e-10,1.46086e-08,1.85083e-07
0.095875,814.202,811.525,0.0602526,331.364,2.58422e-20,0.617769,0.042833,0.00078115,0.0892342,2.95013e-11,2.31681e-12,5.43261e-11,8.15707e-08,0.129895,7.20924e-07,1.29747e-26,4.84714e-19,0.118809,4.80152e-08,5.16304e-13,5.05249e-15,1.40242e-05,0.000643606,2.13709e-08,2.8632e-06,1.97702e-06,1.83403e-09,3.03982e-07,1.22014e-05,8.34248e-07,2.98955e-10,9.97904e-13,4.67385e-11,1.80642e-06,8.05945e-11,1.24481e-08,1.86219e-07
0.0983125,776.141,773.988,0.057436,192.531,2.57101e-20,0.617769,0.0428335,0.00078111,0.0892332,1.0382e-11,6.80376e-13,2.51926e-11,4.35157e-08,0.129897,7.64639e-07,9.63606e-28,8.27852e-20,0.118808,2.34498e-08,1.72004e-13,2.56142e-15,1.37803e-05,0.00064377,2.0109e-08,2.8632e-06,1.7933e-06,1.12969e-09,3.03614e-07,1.22346e-05,1.15134e-06,3.22416e-10,4.8488e-13,8.1313e-11,1.71855e-06,4.73818e-11,1.00158e-08,1.87702e-07
0.10075,739.66,737.5,0.0547363,120.367,2.55228e-20,0.617769,0.0428337,0.000781092,0.0892326,3.77884e-12,2.03385e-13,1.30018e-11,2.42492e-08,0.129898,7.91034e-07,7.3503e-29,1.55657e-20,0.118807,1.20662e-08,5.91663e-14,1.3818e-15,1.36508e-05,0.000643876,2.09638e-08,2.8632e-06,1.60998e-06,6.74144e-10,3.0337e-07,1.2175e-05,1.46084e-06,3.14981e-10,2.23305e-13,1.27229e-10,1.66322e-06,2.95966e-11,8.74718e-09,1.88707e-07
0.103188,705.35,703.375,0.0521973,82.8899,2.52548e-20,0.617769,0.0428339,0.000781083,0.0892321,1.50287e-12,6.557e-14,7.75078e-12,1.46445e-08,0.129898,8.07777e-07,5.59862e-30,3.50476e-21,0.118807,6.80142e-09,2.19412e-14,8.21067e-16,1.3588e-05,0.00064395,2.42842e-08,2.8632e-06,1.43329e-06,3.92763e-10,3.0321e-07,1.20659e-05,1.75537e-06,2.88445e-10,9.94805e-14,1.78299e-10,1.62628e-06,2.03736e-11,8.10421e-09,1.89452e-07
0.105625,670.032,668,0.0495837,62.1332,2.48671e-20,0.617769,0.0428341,0.000781079,0.0892318,6.22248e-13,2.12328e-14,5.22244e-12,9.43027e-09,0.129899,8.189e-07,3.5492e-31,8.76583e-22,0.118807,4.11454e-09,8.22968e-15,5.28387e-16,1.35647e-05,0.000644004,3.19207e-08,2.8632e-06,1.26365e-06,2.14048e-10,3.03106e-07,1.19286e-05,2.03541e-06,2.45609e-10,3.96944e-14,2.31879e-10,1.60073e-06,1.54623e-11,7.8105e-09,1.90105e-07
0.108063,631.446,629,0.0467282,49.5177,2.42972e-20,0.617769,0.0428342,0.000781077,0.0892316,2.52378e-13,6.3096e-15,3.86887e-12,6.2876e-09,0.129899,8.2646e-07,1.46758e-32,2.18376e-22,0.118806,2.57706e-09,2.86634e-15,3.5686e-16,1.35658e-05,0.000644045,4.85885e-08,2.8632e-06,1.09783e-06,1.0548e-10,3.03038e-07,1.17716e-05,2.30441e-06,1.92385e-10,1.29945e-14,2.8824e-10,1.58295e-06,1.27709e-11,7.70091e-09,1.90763e-07
0.1105,591.792,589.2,0.0437938,40.3733,2.34467e-20,0.617769,0.0428343,0.000781076,0.0892314,9.91225e-14,1.69421e-15,3.00654e-12,4.19054e-09,0.129899,8.31453e-07,4.14133e-34,5.02324e-23,0.118806,1.61214e-09,8.99912e-16,2.43296e-16,1.35828e-05,0.000644076,8.11723e-08,2.8632e-06,9.32782e-07,5.00793e-11,3.02997e-07,1.1598e-05,2.56396e-06,1.47627e-10,3.55938e-15,3.47092e-10,1.57092e-06,1.10227e-11,7.66938e-09,1.91443e-07
0.112937,549.444,546.3,0.0406599,30.3917,2.2152e-20,0.617769,0.0428343,0.000781076,0.0892313,3.17531e-14,3.29532e-16,2.11591e-12,2.40795e-09,0.1299,8.34331e-07,5.5197e-36,7.69324e-24,0.118806,8.6652e-10,2.05699e-16,1.44861e-16,1.3611e-05,0.000644098,1.39214e-07,2.8632e-06,7.657e-07,2.48821e-11,3.02975e-07,1.14069e-05,2.8135e-06,1.27666e-10,7.34354e-16,4.03657e-10,1.56361e-06,8.79041e-12,7.66327e-09,1.92068e-07
0.115375,508.996,505.5,0.0376667,20.5398,2.01483e-20,0.617769,0.0428343,0.000781075,0.0892312,8.36103e-15,4.72459e-17,1.2463e-12,1.13196e-09,0.1299,8.35722e-07,6.7599e-38,7.10456e-25,0.118806,3.8111e-10,3.45875e-17,7.10911e-17,1.3646e-05,0.000644112,2.17446e-07,2.8632e-06,6.02111e-07,1.31311e-11,3.02964e-07,1.12088e-05,3.04601e-06,1.24189e-10,1.31207e-16,4.50225e-10,1.5597e-06,5.9891e-12,7.66213e-09,1.92531e-07
0.117813,478.734,476.25,0.0354273,14.3049,1.70344e-20,0.617769,0.0428344,0.000781075,0.0892312,2.55829e-15,8.04619e-18,7.22702e-13,5.43327e-10,0.1299,8.3636e-07,0,1.00881e-25,0.118806,1.73031e-10,6.80201e-18,3.53673e-17,1.36833e-05,0.000644121,2.94433e-07,2.8632e-06,4.55715e-07,7.20906e-12,3.02959e-07,1.10244e-05,3.25054e-06,1.23721e-10,3.27875e-17,4.84873e-10,1.55763e-06,3.95761e-12,7.66173e-09,1.92831e-07
0.12025,450.632,448,0.0333477,9.79619,1.21245e-20,0.617769,0.0428344,0.000781075,0.0892312,6.9893e-16,1.11472e-18,3.66692e-13,2.27514e-10,0.1299,8.36619e-07,0,5.01011e-26,0.118806,6.87882e-11,1.12018e-18,1.54285e-17,1.3719e-05,0.000644128,3.62888e-07,2.8632e-06,3.30917e-07,4.03316e-12,3.02956e-07,1.08622e-05,3.42356e-06,1.23703e-10,1.04382e-17,5.0776e-10,1.55661e-06,2.33316e-12,7.66151e-09,1.93002e-07
0.122687,430.267,428.5,0.0318406,7.19313,4.36343e-21,0.617769,0.0428344,0.000781075,0.0892311,2.4104e-16,2.04069e-19,2.0192e-13,1.07789e-10,0.1299,8.3673e-07,0,4.21496e-26,0.118806,3.12556e-11,2.48233e-19,7.54341e-18,1.37517e-05,0.000644134,4.13771e-07,2.8632e-06,2.32235e-07,2.31487e-12,3.02955e-07,1.0729e-05,3.56311e-06,1.23716e-10,6.07569e-18,5.22875e-10,1.55606e-06,1.45518e-12,7.66139e-09,1.93101e-07
0.125125,410.833,409.075,0.0304024,5.26622,0,0.617769,0.0428344,0.000781075,0.0892311,7.74754e-17,2.6971e-20,1.02681e-13,4.70426e-11,0.1299,8.36774e-07,6.36938e-44,8.44646e-29,0.118806,1.31111e-11,4.8656e-20,3.40968e-18,1.37804e-05,0.000644139,4.49479e-07,2.8632e-06,1.56541e-07,1.34379e-12,3.02954e-07,1.06227e-05,3.67309e-06,1.23723e-10,4.68372e-18,5.32245e-10,1.55579e-06,8.5145e-13,7.66131e-09,1.93154e-07
0.126344,401.696,400.056,0.0297263,4.5016,0,0.617769,0.0428344,0.000781075,0.0892311,4.34137e-17,9.3516e-21,7.18081e-14,3.05144e-11,0.1299,8.36786e-07,0,0,0.118806,8.33279e-12,2.14297e-20,2.24848e-18,1.37932e-05,0.000644141,4.62858e-07,2.8632e-06,1.25734e-07,1.00642e-12,3.02954e-07,1.0578e-05,3.71944e-06,1.23726e-10,4.37683e-18,5.35696e-10,1.5557e-06,6.39644e-13,7.66129e-09,1.93171e-07
0.127562,392.683,391.038,0.0290593,3.85311,0,0.617769,0.0428344,0.000781075,0.0892311,2.39008e-17,2.39233e-21,4.93096e-14,1.94107e-11,0.1299,8.36794e-07,0,0,0.118806,5.19637e-12,9.20718e-21,1.45582e-18,1.38043e-05,0.000644143,4.73109e-07,2.8632e-06,1.00392e-07,7.58381e-13,3.02954e-07,1.054e-05,3.75892e-06,1.23727e-10,4.1706e-18,5.3829e-10,1.55564e-06,4.74304e-13,7.66127e-09,1.93184e-07
0.128172,388.233,386.528,0.02873,3.57297,0,0.617769,0.0428344,0.000781075,0.0892311,1.75976e-17,0,4.05442e-14,1.5356e-11,0.1299,8.36796e-07,1.50086e-42,0,0.118806,4.0691e-12,5.11981e-21,1.16184e-18,1.3809e-05,0.000644144,4.77221e-07,2.8632e-06,8.98793e-08,6.60877e-13,3.02954e-07,1.05238e-05,3.77594e-06,1.23728e-10,4.08999e-18,5.39338e-10,1.55562e-06,4.05883e-13,7.66125e-09,1.93188e-07
0.128781,383.92,382.019,0.0284109,3.33433,0,0.617769,0.0428344,0.000781075,0.0892311,1.30685e-17,0,3.33639e-14,1.21657e-11,0.1299,8.36798e-07,2.40609e-42,0,0.118806,3.19272e-12,1.4023e-21,9.28776e-19,1.38129e-05,0.000644145,4.80515e-07,2.8632e-06,8.13306e-08,5.84179e-13,3.02953e-07,1.05103e-05,3.79029e-06,1.23728e-10,4.0208e-18,5.40184e-10,1.5556e-06,3.48627e-13,7.66123e-09,1.93192e-07
0.129086,381.949,379.764,0.028265,3.23783,0,0.617769,0.0428344,0.000781075,0.0892311,1.19755e-17,0,3.04526e-14,1.09103e-11,0.1299,8.36799e-07,0,5.90356e-28,0.118806,2.85099e-12,0,8.36575e-19,1.38145e-05,0.000644145,4.81786e-07,2.8632e-06,7.8027e-08,5.5496e-13,3.02953e-07,1.0505e-05,3.79604e-06,1.23728e-10,3.99137e-18,5.4052e-10,1.55559e-06,3.27432e-13,7.66122e-09,1.93193e-07
0.129391,380.256,377.509,0.0281397,3.16343,0,0.617769,0.0428344,0.000781075,0.0892311,1.13666e-17,0,2.81472e-14,9.93307e-12,0.1299,8.36799e-07,0,3.5812e-27,0.118806,2.587e-12,1.00005e-21,7.6475e-19,1.38156e-05,0.000644145,4.82726e-07,2.8632e-06,7.55888e-08,5.33567e-13,3.02953e-07,1.0501e-05,3.80039e-06,1.23728e-10,3.96735e-18,5.40774e-10,1.55559e-06,3.12096e-13,7.66121e-09,1.93194e-07
0.129695,379.128,375.255,0.0280562,3.12067,0,0.617769,0.0428344,0.000781075,0.0892311,1.29217e-17,0,2.67053e-14,9.31907e-12,0.1299,8.368e-07,0,6.41289e-26,0.118806,2.42414e-12,0,7.20555e-19,1.38162e-05,0.000644145,4.83252e-07,2.8632e-06,7.42319e-08,5.21723e-13,3.02953e-07,1.04988e-05,3.80289e-06,1.23728e-10,3.95079e-18,5.40922e-10,1.55559e-06,3.09232e-13,7.66121e-09,1.93194e-07
0.13,379.128,373,0.0280562,3.12067,0,0.617769,0.0428344,0.000781075,0.0892311,1.29217e-17,0,2.67053e-14,9.31907e-12,0.1299,8.368e-07,0,0,0.118806,2.42414e-12,0,7.20555e-19,1.38162e-05,0.000644145,4.83252e-07,2.8632e-06,7.42319e-08,5.21723e-13,3.02953e-07,1.04988e-05,3.80289e-06,1.23728e-10,3.95079e-18,5.40922e-10,1.55559e-06,3.09232e-13,7.66121e-09,1.93194e-07
